file_name,file_path,class_id,class_name,sub_ds_name,sub_ds_index,fold
ALARM_esc50_332.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_332.wav,15,ALARM,ESC-50,332,3.0
ALARM_esc50_339.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_339.wav,15,ALARM,ESC-50,339,3.0
ALARM_esc50_35.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_35.wav,15,ALARM,ESC-50,35,4.0
ALARM_esc50_854.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_854.wav,15,ALARM,ESC-50,854,4.0
ALARM_esc50_729.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_729.wav,15,ALARM,ESC-50,729,4.0
ALARM_esc50_427.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_427.wav,15,ALARM,ESC-50,427,4.0
ALARM_esc50_1793.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_1793.wav,15,ALARM,ESC-50,1793,5.0
ALARM_esc50_1542.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_1542.wav,15,ALARM,ESC-50,1542,5.0
ALARM_esc50_1351.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_1351.wav,15,ALARM,ESC-50,1351,5.0
ALARM_esc50_483.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_483.wav,15,ALARM,ESC-50,483,5.0
ALARM_esc50_875.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_875.wav,15,ALARM,ESC-50,875,6.0
ALARM_esc50_428.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_428.wav,15,ALARM,ESC-50,428,6.0
ALARM_esc50_855.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_855.wav,15,ALARM,ESC-50,855,6.0
ALARM_esc50_38.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_38.wav,15,ALARM,ESC-50,38,6.0
ALARM_esc50_318.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_318.wav,15,ALARM,ESC-50,318,7.0
ALARM_esc50_1795.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_1795.wav,15,ALARM,ESC-50,1795,7.0
ALARM_esc50_1842.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_1842.wav,15,ALARM,ESC-50,1842,7.0
ALARM_esc50_1273.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_1273.wav,15,ALARM,ESC-50,1273,7.0
ALARM_esc50_909.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_909.wav,15,ALARM,ESC-50,909,8.0
ALARM_esc50_410.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_410.wav,15,ALARM,ESC-50,410,8.0
ALARM_esc50_1867.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_1867.wav,15,ALARM,ESC-50,1867,8.0
ALARM_esc50_1881.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_1881.wav,15,ALARM,ESC-50,1881,8.0
ALARM_esc50_1364.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_1364.wav,15,ALARM,ESC-50,1364,9.0
ALARM_esc50_908.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_908.wav,15,ALARM,ESC-50,908,9.0
ALARM_esc50_1469.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_1469.wav,15,ALARM,ESC-50,1469,9.0
ALARM_esc50_1531.wav,/workspaces/danger-classifier-model/dataset/ALARM_esc50_1531.wav,15,ALARM,ESC-50,1531,9.0
CAR_HORN_esc50_1068.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1068.wav,2,CAR_HORN,ESC-50,1068,0.0
CAR_HORN_esc50_83.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_83.wav,2,CAR_HORN,ESC-50,83,0.0
CAR_HORN_esc50_1663.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1663.wav,2,CAR_HORN,ESC-50,1663,0.0
CAR_HORN_esc50_532.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_532.wav,2,CAR_HORN,ESC-50,532,0.0
CAR_HORN_esc50_53.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_53.wav,2,CAR_HORN,ESC-50,53,1.0
CAR_HORN_esc50_640.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_640.wav,2,CAR_HORN,ESC-50,640,1.0
CAR_HORN_esc50_1662.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1662.wav,2,CAR_HORN,ESC-50,1662,1.0
CAR_HORN_esc50_125.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_125.wav,2,CAR_HORN,ESC-50,125,1.0
CAR_HORN_esc50_540.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_540.wav,2,CAR_HORN,ESC-50,540,2.0
CAR_HORN_esc50_1385.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1385.wav,2,CAR_HORN,ESC-50,1385,2.0
CAR_HORN_esc50_970.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_970.wav,2,CAR_HORN,ESC-50,970,2.0
CAR_HORN_esc50_561.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_561.wav,2,CAR_HORN,ESC-50,561,2.0
CAR_HORN_esc50_137.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_137.wav,2,CAR_HORN,ESC-50,137,3.0
CAR_HORN_esc50_541.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_541.wav,2,CAR_HORN,ESC-50,541,3.0
CAR_HORN_esc50_1020.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1020.wav,2,CAR_HORN,ESC-50,1020,3.0
CAR_HORN_esc50_1668.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1668.wav,2,CAR_HORN,ESC-50,1668,3.0
CAR_HORN_esc50_1388.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1388.wav,2,CAR_HORN,ESC-50,1388,4.0
CAR_HORN_esc50_1387.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1387.wav,2,CAR_HORN,ESC-50,1387,4.0
CAR_HORN_esc50_1148.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1148.wav,2,CAR_HORN,ESC-50,1148,4.0
CAR_HORN_esc50_138.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_138.wav,2,CAR_HORN,ESC-50,138,4.0
CAR_HORN_esc50_975.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_975.wav,2,CAR_HORN,ESC-50,975,5.0
CAR_HORN_esc50_1661.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1661.wav,2,CAR_HORN,ESC-50,1661,5.0
CAR_HORN_esc50_1390.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1390.wav,2,CAR_HORN,ESC-50,1390,5.0
CAR_HORN_esc50_124.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_124.wav,2,CAR_HORN,ESC-50,124,5.0
CAR_HORN_esc50_1391.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1391.wav,2,CAR_HORN,ESC-50,1391,6.0
CAR_HORN_esc50_574.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_574.wav,2,CAR_HORN,ESC-50,574,6.0
CAR_HORN_esc50_1477.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1477.wav,2,CAR_HORN,ESC-50,1477,6.0
CAR_HORN_esc50_1396.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1396.wav,2,CAR_HORN,ESC-50,1396,6.0
CAR_HORN_esc50_1666.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1666.wav,2,CAR_HORN,ESC-50,1666,7.0
CAR_HORN_esc50_1030.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1030.wav,2,CAR_HORN,ESC-50,1030,7.0
CAR_HORN_esc50_400.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_400.wav,2,CAR_HORN,ESC-50,400,7.0
CAR_HORN_esc50_1667.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1667.wav,2,CAR_HORN,ESC-50,1667,7.0
CAR_HORN_esc50_130.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_130.wav,2,CAR_HORN,ESC-50,130,8.0
CAR_HORN_esc50_1386.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1386.wav,2,CAR_HORN,ESC-50,1386,8.0
CAR_HORN_esc50_658.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_658.wav,2,CAR_HORN,ESC-50,658,8.0
CAR_HORN_esc50_1029.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1029.wav,2,CAR_HORN,ESC-50,1029,8.0
CAR_HORN_esc50_1665.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1665.wav,2,CAR_HORN,ESC-50,1665,9.0
CAR_HORN_esc50_150.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_150.wav,2,CAR_HORN,ESC-50,150,9.0
CAR_HORN_esc50_1664.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1664.wav,2,CAR_HORN,ESC-50,1664,9.0
CAR_HORN_esc50_1110.wav,/workspaces/danger-classifier-model/dataset/CAR_HORN_esc50_1110.wav,2,CAR_HORN,ESC-50,1110,9.0
CHAINSAW_esc50_645.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_645.wav,11,CHAINSAW,ESC-50,645,0.0
CHAINSAW_esc50_92.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_92.wav,11,CHAINSAW,ESC-50,92,0.0
CHAINSAW_esc50_1862.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1862.wav,11,CHAINSAW,ESC-50,1862,0.0
CHAINSAW_esc50_1086.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1086.wav,11,CHAINSAW,ESC-50,1086,0.0
CHAINSAW_esc50_646.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_646.wav,11,CHAINSAW,ESC-50,646,1.0
CHAINSAW_esc50_725.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_725.wav,11,CHAINSAW,ESC-50,725,1.0
CHAINSAW_esc50_726.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_726.wav,11,CHAINSAW,ESC-50,726,1.0
CHAINSAW_esc50_1680.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1680.wav,11,CHAINSAW,ESC-50,1680,1.0
CHAINSAW_esc50_862.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_862.wav,11,CHAINSAW,ESC-50,862,2.0
CHAINSAW_esc50_1643.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1643.wav,11,CHAINSAW,ESC-50,1643,2.0
CHAINSAW_esc50_648.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_648.wav,11,CHAINSAW,ESC-50,648,2.0
CHAINSAW_esc50_24.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_24.wav,11,CHAINSAW,ESC-50,24,2.0
CHAINSAW_esc50_863.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_863.wav,11,CHAINSAW,ESC-50,863,3.0
CHAINSAW_esc50_314.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_314.wav,11,CHAINSAW,ESC-50,314,3.0
CHAINSAW_esc50_1642.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1642.wav,11,CHAINSAW,ESC-50,1642,3.0
CHAINSAW_esc50_1268.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1268.wav,11,CHAINSAW,ESC-50,1268,3.0
CHAINSAW_esc50_1645.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1645.wav,11,CHAINSAW,ESC-50,1645,4.0
CHAINSAW_esc50_864.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_864.wav,11,CHAINSAW,ESC-50,864,4.0
CHAINSAW_esc50_224.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_224.wav,11,CHAINSAW,ESC-50,224,4.0
CHAINSAW_esc50_865.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_865.wav,11,CHAINSAW,ESC-50,865,4.0
CHAINSAW_esc50_647.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_647.wav,11,CHAINSAW,ESC-50,647,5.0
CHAINSAW_esc50_687.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_687.wav,11,CHAINSAW,ESC-50,687,5.0
CHAINSAW_esc50_861.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_861.wav,11,CHAINSAW,ESC-50,861,5.0
CHAINSAW_esc50_315.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_315.wav,11,CHAINSAW,ESC-50,315,5.0
CHAINSAW_esc50_93.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_93.wav,11,CHAINSAW,ESC-50,93,6.0
CHAINSAW_esc50_1350.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1350.wav,11,CHAINSAW,ESC-50,1350,6.0
CHAINSAW_esc50_688.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_688.wav,11,CHAINSAW,ESC-50,688,6.0
CHAINSAW_esc50_1681.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1681.wav,11,CHAINSAW,ESC-50,1681,6.0
CHAINSAW_esc50_1830.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1830.wav,11,CHAINSAW,ESC-50,1830,7.0
CHAINSAW_esc50_1332.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1332.wav,11,CHAINSAW,ESC-50,1332,7.0
CHAINSAW_esc50_94.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_94.wav,11,CHAINSAW,ESC-50,94,7.0
CHAINSAW_esc50_1291.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1291.wav,11,CHAINSAW,ESC-50,1291,7.0
CHAINSAW_esc50_1349.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1349.wav,11,CHAINSAW,ESC-50,1349,8.0
CHAINSAW_esc50_223.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_223.wav,11,CHAINSAW,ESC-50,223,8.0
CHAINSAW_esc50_1267.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1267.wav,11,CHAINSAW,ESC-50,1267,8.0
CHAINSAW_esc50_1290.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1290.wav,11,CHAINSAW,ESC-50,1290,8.0
CHAINSAW_esc50_866.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_866.wav,11,CHAINSAW,ESC-50,866,9.0
CHAINSAW_esc50_1831.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1831.wav,11,CHAINSAW,ESC-50,1831,9.0
CHAINSAW_esc50_867.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_867.wav,11,CHAINSAW,ESC-50,867,9.0
CHAINSAW_esc50_1331.wav,/workspaces/danger-classifier-model/dataset/CHAINSAW_esc50_1331.wav,11,CHAINSAW,ESC-50,1331,9.0
CRYING_BABY_esc50_996.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_996.wav,9,CRYING_BABY,ESC-50,996,0.0
CRYING_BABY_esc50_1011.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1011.wav,9,CRYING_BABY,ESC-50,1011,0.0
CRYING_BABY_esc50_1007.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1007.wav,9,CRYING_BABY,ESC-50,1007,0.0
CRYING_BABY_esc50_1617.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1617.wav,9,CRYING_BABY,ESC-50,1617,0.0
CRYING_BABY_esc50_446.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_446.wav,9,CRYING_BABY,ESC-50,446,1.0
CRYING_BABY_esc50_1342.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1342.wav,9,CRYING_BABY,ESC-50,1342,1.0
CRYING_BABY_esc50_644.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_644.wav,9,CRYING_BABY,ESC-50,644,1.0
CRYING_BABY_esc50_300.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_300.wav,9,CRYING_BABY,ESC-50,300,1.0
CRYING_BABY_esc50_106.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_106.wav,9,CRYING_BABY,ESC-50,106,2.0
CRYING_BABY_esc50_684.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_684.wav,9,CRYING_BABY,ESC-50,684,2.0
CRYING_BABY_esc50_445.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_445.wav,9,CRYING_BABY,ESC-50,445,2.0
CRYING_BABY_esc50_1734.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1734.wav,9,CRYING_BABY,ESC-50,1734,2.0
CRYING_BABY_esc50_1730.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1730.wav,9,CRYING_BABY,ESC-50,1730,3.0
CRYING_BABY_esc50_78.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_78.wav,9,CRYING_BABY,ESC-50,78,3.0
CRYING_BABY_esc50_1008.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1008.wav,9,CRYING_BABY,ESC-50,1008,3.0
CRYING_BABY_esc50_105.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_105.wav,9,CRYING_BABY,ESC-50,105,3.0
CRYING_BABY_esc50_1438.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1438.wav,9,CRYING_BABY,ESC-50,1438,4.0
CRYING_BABY_esc50_104.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_104.wav,9,CRYING_BABY,ESC-50,104,4.0
CRYING_BABY_esc50_1010.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1010.wav,9,CRYING_BABY,ESC-50,1010,4.0
CRYING_BABY_esc50_1589.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1589.wav,9,CRYING_BABY,ESC-50,1589,4.0
CRYING_BABY_esc50_997.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_997.wav,9,CRYING_BABY,ESC-50,997,5.0
CRYING_BABY_esc50_1588.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1588.wav,9,CRYING_BABY,ESC-50,1588,5.0
CRYING_BABY_esc50_577.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_577.wav,9,CRYING_BABY,ESC-50,577,5.0
CRYING_BABY_esc50_1728.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1728.wav,9,CRYING_BABY,ESC-50,1728,5.0
CRYING_BABY_esc50_301.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_301.wav,9,CRYING_BABY,ESC-50,301,6.0
CRYING_BABY_esc50_114.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_114.wav,9,CRYING_BABY,ESC-50,114,6.0
CRYING_BABY_esc50_1340.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1340.wav,9,CRYING_BABY,ESC-50,1340,6.0
CRYING_BABY_esc50_1341.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1341.wav,9,CRYING_BABY,ESC-50,1341,6.0
CRYING_BABY_esc50_1009.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1009.wav,9,CRYING_BABY,ESC-50,1009,7.0
CRYING_BABY_esc50_1731.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1731.wav,9,CRYING_BABY,ESC-50,1731,7.0
CRYING_BABY_esc50_1439.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1439.wav,9,CRYING_BABY,ESC-50,1439,7.0
CRYING_BABY_esc50_736.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_736.wav,9,CRYING_BABY,ESC-50,736,7.0
CRYING_BABY_esc50_643.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_643.wav,9,CRYING_BABY,ESC-50,643,8.0
CRYING_BABY_esc50_1733.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1733.wav,9,CRYING_BABY,ESC-50,1733,8.0
CRYING_BABY_esc50_1732.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1732.wav,9,CRYING_BABY,ESC-50,1732,8.0
CRYING_BABY_esc50_1729.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1729.wav,9,CRYING_BABY,ESC-50,1729,8.0
CRYING_BABY_esc50_995.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_995.wav,9,CRYING_BABY,ESC-50,995,9.0
CRYING_BABY_esc50_1437.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_1437.wav,9,CRYING_BABY,ESC-50,1437,9.0
CRYING_BABY_esc50_685.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_685.wav,9,CRYING_BABY,ESC-50,685,9.0
CRYING_BABY_esc50_113.wav,/workspaces/danger-classifier-model/dataset/CRYING_BABY_esc50_113.wav,9,CRYING_BABY,ESC-50,113,9.0
DOG_BARK_esc50_496.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_496.wav,20,DOG_BARK,ESC-50,496,0.0
DOG_BARK_esc50_1780.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1780.wav,20,DOG_BARK,ESC-50,1780,0.0
DOG_BARK_esc50_170.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_170.wav,20,DOG_BARK,ESC-50,170,0.0
DOG_BARK_esc50_1760.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1760.wav,20,DOG_BARK,ESC-50,1760,0.0
DOG_BARK_esc50_158.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_158.wav,20,DOG_BARK,ESC-50,158,1.0
DOG_BARK_esc50_1515.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1515.wav,20,DOG_BARK,ESC-50,1515,1.0
DOG_BARK_esc50_157.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_157.wav,20,DOG_BARK,ESC-50,157,1.0
DOG_BARK_esc50_1072.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1072.wav,20,DOG_BARK,ESC-50,1072,1.0
DOG_BARK_esc50_1871.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1871.wav,20,DOG_BARK,ESC-50,1871,2.0
DOG_BARK_esc50_1832.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1832.wav,20,DOG_BARK,ESC-50,1832,2.0
DOG_BARK_esc50_392.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_392.wav,20,DOG_BARK,ESC-50,392,2.0
DOG_BARK_esc50_1431.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1431.wav,20,DOG_BARK,ESC-50,1431,2.0
DOG_BARK_esc50_296.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_296.wav,20,DOG_BARK,ESC-50,296,3.0
DOG_BARK_esc50_521.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_521.wav,20,DOG_BARK,ESC-50,521,3.0
DOG_BARK_esc50_0.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_0.wav,20,DOG_BARK,ESC-50,0,3.0
DOG_BARK_esc50_923.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_923.wav,20,DOG_BARK,ESC-50,923,3.0
DOG_BARK_esc50_1435.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1435.wav,20,DOG_BARK,ESC-50,1435,4.0
DOG_BARK_esc50_1055.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1055.wav,20,DOG_BARK,ESC-50,1055,4.0
DOG_BARK_esc50_1490.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1490.wav,20,DOG_BARK,ESC-50,1490,4.0
DOG_BARK_esc50_14.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_14.wav,20,DOG_BARK,ESC-50,14,4.0
DOG_BARK_esc50_1097.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1097.wav,20,DOG_BARK,ESC-50,1097,5.0
DOG_BARK_esc50_1800.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1800.wav,20,DOG_BARK,ESC-50,1800,5.0
DOG_BARK_esc50_522.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_522.wav,20,DOG_BARK,ESC-50,522,5.0
DOG_BARK_esc50_1999.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1999.wav,20,DOG_BARK,ESC-50,1999,5.0
DOG_BARK_esc50_1116.wav,/workspaces/danger-classifier-model/dataset/DOG_BARK_esc50_1116.wav,20,DOG_BARK,ESC-50,1116,6.0
